"wc","winner","shortlist","peer_dev_lda","peer_dev_jacc","ks_goog","contest"
70,0,0,26.94356,0.99524826,0.34451094,"Contest_17"
101,0,0,5.124537,0.99459285,0.14673632,"Contest_17"
63,0,0,3.6451273,0.99606752,0.33051786,"Contest_17"
63,0,0,3.6620963,0.99557596,0.14483701,"Contest_17"
170,0,0,19.761732,0.99197114,0.19221795,"Contest_17"
112,0,0,27.163334,0.99393743,0.75251615,"Contest_17"
114,0,0,9.7281103,0.99279046,0.097105235,"Contest_17"
97,0,0,8.8212032,0.99360973,0.18967672,"Contest_17"
137,0,0,13.221828,0.99344587,0.11032491,"Contest_17"
327,0,0,1.8113519,0.98213995,0.089671075,"Contest_17"
107,0,0,7.122601,0.99623138,0.3232376,"Contest_17"
287,0,0,1.8100531,0.98361462,0.097743578,"Contest_17"
305,0,0,13.872808,0.98853022,0.21050803,"Contest_17"
291,0,0,10.454559,0.98820251,0.078628182,"Contest_17"
175,0,0,5.0197463,0.99016875,0.07742846,"Contest_17"
244,0,0,5.1673274,0.98787481,0.1406586,"Contest_17"
383,0,0,1.4268596,0.97837132,0.15264775,"Contest_17"
379,0,0,7.2265043,0.98197609,0.22205457,"Contest_17"
262,0,0,4.2912188,0.9826315,0.077170692,"Contest_17"
168,0,0,3.701848,0.99213499,0.1613124,"Contest_17"
323,0,0,NA,0.98427004,0.22081827,"Contest_17"
196,0,1,3.7067726,0.98951334,0.093897201,"Contest_17"
298,3,1,34.583782,0.98328692,0.058096725,"Contest_17"
144,0,0,1.466089,0.99360973,0.19673425,"Contest_17"
187,0,0,3.5912635,0.99098802,0.15041356,"Contest_17"
247,0,0,2.3318992,0.98459774,0.050240103,"Contest_17"
201,0,0,27.348866,0.9875471,0.058966383,"Contest_17"
386,0,0,6.7117901,0.98443389,0.17269389,"Contest_17"
141,0,0,19.747334,0.99098802,0.33569604,"Contest_17"
99,0,0,1.7994833,0.99262655,0.25657082,"Contest_17"
79,0,0,15.458652,0.9950844,0.13601694,"Contest_17"
327,0,1,5.0990405,0.97902673,0.062301967,"Contest_17"
768,0,1,2.0158656,0.96198589,0.055733755,"Contest_17"
228,0,0,3.713115,0.98607242,0.12768836,"Contest_17"
262,0,0,1.8413966,0.98885792,0.17378828,"Contest_17"
134,0,0,5.1451259,0.99164343,0.26091659,"Contest_17"
155,0,0,19.730867,0.99311817,0.22519441,"Contest_17"
87,0,0,7.0972881,0.99541211,0.34231988,"Contest_17"
84,0,0,27.156036,0.99295431,0.05281689,"Contest_17"
44,0,0,7.0266027,0.99606752,0.38165131,"Contest_17"
123,0,0,27.140484,0.99344587,0.68333411,"Contest_17"
371,0,0,13.548216,0.98099297,0.080695264,"Contest_17"
569,0,0,7.2161589,0.98164839,0.14280488,"Contest_17"
130,0,0,34.315201,0.99229884,0.26386893,"Contest_17"
323,0,0,17.97467,0.9823038,0.11797943,"Contest_17"
40,0,0,3.608161,0.99688679,0.21304727,"Contest_17"
138,0,0,6.1202965,0.99295431,0.1230291,"Contest_17"
92,0,0,10.331574,0.9950844,0.24390872,"Contest_17"
199,0,0,9.1134205,0.98951334,0.13108827,"Contest_17"
151,0,0,3.3577576,0.99229884,0.15607183,"Contest_17"
122,0,0,34.382359,0.99311817,0.21140608,"Contest_17"
96,0,0,11.469959,0.99393743,0.14133029,"Contest_17"
188,0,0,9.7609825,0.98869407,0.30280831,"Contest_17"
383,0,0,7.4138994,0.97869903,0.10799766,"Contest_17"
121,0,0,34.300537,0.99246269,0.089534551,"Contest_17"
79,0,0,7.1068187,0.99541211,0.38111958,"Contest_17"
115,0,0,5.147933,0.99262655,0.18841915,"Contest_17"
100,0,0,13.369781,0.99442899,0.4189097,"Contest_17"
199,0,0,13.273408,0.98934948,0.086235672,"Contest_17"
112,0,0,13.199638,0.99344587,0.3738037,"Contest_17"
121,0,0,5.1470342,0.99328202,0.20537433,"Contest_17"
226,0,0,NA,0.98902178,0.19613181,"Contest_17"
305,0,0,2.3632815,0.98361462,0.092668958,"Contest_17"
128,0,0,10.036543,0.99131572,0.04540522,"Contest_17"
160,0,0,5.1607819,0.9900049,0.15880305,"Contest_17"
158,0,0,10.413846,0.99016875,0.10335261,"Contest_17"
398,0,0,1.6471696,0.98656398,0.1130992,"Contest_17"
237,0,0,10.229098,0.98787481,0.076970398,"Contest_17"
168,0,0,34.456078,0.99066031,0.13587484,"Contest_17"
153,0,0,13.246955,0.99098802,0.083867736,"Contest_17"
177,0,0,5.1584096,0.98885792,0.073352724,"Contest_17"
165,0,0,10.394793,0.99164343,0.15987918,"Contest_17"
397,0,0,2.1019959,0.98295921,0.073878832,"Contest_17"
393,0,0,7.6848993,0.98115683,0.034549441,"Contest_17"
376,0,0,10.477588,0.98164839,0.2887429,"Contest_17"
552,0,0,4.7510281,0.97493035,0.20438582,"Contest_17"
93,0,0,5.1322293,0.99377358,0.40871882,"Contest_17"
225,0,0,6.8242989,0.98771095,0.11024603,"Contest_17"
103,0,0,1.7879418,0.99426514,0.063047267,"Contest_17"
109,0,0,17.758141,0.99442899,0.26901183,"Contest_17"
223,0,0,13.490868,0.98984104,0.20281437,"Contest_17"
216,0,0,7.1859002,0.98984104,0.26335073,"Contest_17"
165,0,0,3.687784,0.99131572,0.14876658,"Contest_17"
138,0,0,3.698216,0.99115187,0.064706817,"Contest_17"
116,0,0,10.339406,0.99442899,0.22211517,"Contest_17"
134,0,1,1.7985438,0.99246269,0.1548222,"Contest_17"
512,0,0,1.8144199,0.97312796,0.044185724,"Contest_17"
360,0,0,1.8113965,0.98443389,0.19379216,"Contest_17"
144,0,0,7.1659594,0.99213499,0.085710824,"Contest_17"
132,0,0,34.407249,0.98967719,0.12080885,"Contest_17"
178,0,0,5.1776867,0.99442899,0.62971395,"Contest_17"
554,0,0,20.168831,0.9723087,0.050715767,"Contest_17"
114,0,0,13.211394,0.99147958,0.078521751,"Contest_17"
735,0,0,3.7320852,0.96444374,0.094724007,"Contest_17"
346,0,0,3.2866998,0.98017371,0.21096601,"Contest_17"
450,0,0,4.6057558,0.9778797,0.053852718,"Contest_17"
202,0,0,5.6722107,0.98902178,0.27510694,"Contest_17"
153,0,0,13.452736,0.99082416,0.073279686,"Contest_17"
113,0,0,34.241104,0.99426514,0.27334839,"Contest_17"
474,0,0,3.7285686,0.97280025,0.078429662,"Contest_17"
207,0,0,9.5188084,0.98934948,0.1178265,"Contest_17"
138,0,0,NA,0.99147958,0.1563516,"Contest_17"
161,0,0,7.8838291,0.99098802,0.07151287,"Contest_17"
346,0,0,1.8107803,0.98525316,0.043047275,"Contest_17"
442,0,0,19.886818,0.98312306,0.1436601,"Contest_17"
312,0,0,6.942379,0.98427004,0.1096988,"Contest_17"
368,0,0,3.7226582,0.98115683,0.16545393,"Contest_17"
270,0,0,1.8096037,0.98607242,0.047874242,"Contest_17"
503,0,0,1.595546,0.97361952,0.083607323,"Contest_17"
644,0,0,6.145884,0.97247255,0.084717013,"Contest_17"
341,0,0,1.810518,0.9850893,0.28764343,"Contest_17"
452,0,0,1.813372,0.98099297,0.13931029,"Contest_17"
396,0,0,2.9003115,0.98246765,0.087465242,"Contest_17"
268,0,0,7.3841228,0.98345077,0.16354631,"Contest_17"
307,0,0,3.7150528,0.98640013,0.20542507,"Contest_17"
399,0,0,2.4166205,0.9823038,0.06967631,"Contest_17"
275,0,0,2.8735456,0.98377848,0.061371956,"Contest_17"
93,0,0,19.646648,0.99328202,0.25620428,"Contest_17"
437,0,0,1.8123455,0.98213995,0.076614983,"Contest_17"
135,0,0,29.029791,0.9903326,0.18401931,"Contest_17"
467,0,0,9.8237896,0.97951829,0.066897511,"Contest_17"
99,0,0,1.7954959,0.99410129,0.21438782,"Contest_17"
326,0,0,6.2263865,0.98099297,0.20206448,"Contest_17"
339,0,0,4.2040749,0.98492545,0.090284519,"Contest_17"
365,0,0,5.686625,0.98377848,0.080395207,"Contest_17"
161,0,0,1.2388666,0.9903326,0.081600286,"Contest_17"
159,0,0,13.460485,0.99213499,0.079676799,"Contest_17"
261,0,0,4.0157294,0.98623627,0.12501045,"Contest_17"
124,0,0,10.919056,0.99131572,0.08200217,"Contest_17"
134,0,0,43.080914,0.99066031,0.35050893,"Contest_17"
152,0,0,17.857277,0.99098802,0.11425316,"Contest_17"
160,0,0,17.881182,0.98934948,0.20908785,"Contest_17"
192,0,0,17.282152,0.98885792,0.083162844,"Contest_17"
289,0,0,3.2537458,0.98312306,0.105346,"Contest_17"
201,0,0,34.490929,0.99164343,0.15168649,"Contest_17"
288,0,0,5.5458083,0.98345077,0.057439726,"Contest_17"
248,0,0,3.5087776,0.98574471,0.098855466,"Contest_17"
132,0,0,10.380367,0.99279046,0.21565005,"Contest_17"
336,0,0,43.288891,0.98574471,0.074304469,"Contest_17"
97,0,0,NA,0.99344587,0.32386658,"Contest_17"
210,0,0,5.6429486,0.98902178,0.1580153,"Contest_17"
1698,0,0,3.0687664,0.94265115,0.12043762,"Contest_17"
66,0,0,8.5562506,0.99352163,0.1804762,"Contest_18"
244,0,0,35.298309,0.98056489,0.038130853,"Contest_18"
86,0,0,NA,0.99144858,0.17084695,"Contest_18"
54,0,0,8.4755926,0.99559474,0.20969576,"Contest_18"
64,0,0,2.7817173,0.99248511,0.084192991,"Contest_18"
77,0,0,4.1065097,0.99248511,0.131859,"Contest_18"
82,0,0,5.5297422,0.99274421,0.10984249,"Contest_18"
256,0,0,46.883114,0.98315626,0.10309717,"Contest_18"
677,0,0,3.0938919,0.9593159,0.13776343,"Contest_18"
95,0,0,34.723648,0.99300337,0.10765953,"Contest_18"
617,0,0,2.691617,0.96657163,0.11319695,"Contest_18"
58,0,0,45.877369,0.99352163,0.18132292,"Contest_18"
48,0,0,8.4615679,0.99585384,0.19874012,"Contest_18"
28,0,0,8.3142128,0.99714953,0.50528085,"Contest_18"
402,0,0,2.8329628,0.97045869,0.10121666,"Contest_18"
142,0,0,5.5808864,0.99067116,0.18146212,"Contest_18"
410,0,0,2.823025,0.96760821,0.040715165,"Contest_18"
223,0,0,4.1692781,0.98030579,0.050155349,"Contest_18"
425,0,0,2.1612289,0.96708989,0.12194301,"Contest_18"
446,0,0,10.786321,0.96890384,0.062243704,"Contest_18"
115,0,0,6.1783347,0.99118942,0.13224494,"Contest_18"
129,0,1,5.5598135,0.99093032,0.15961584,"Contest_18"
97,0,0,8.6600084,0.990412,0.069365524,"Contest_18"
354,0,0,5.6442809,0.97434568,0.074279308,"Contest_18"
416,0,0,4.1812816,0.969163,0.058786869,"Contest_18"
43,0,0,NA,0.99378079,0.14628328,"Contest_18"
247,0,0,4.2789793,0.98030579,0.19584161,"Contest_18"
361,0,0,1.5716074,0.97175431,0.034422927,"Contest_18"
246,0,0,4.7826719,0.97719616,0.059911016,"Contest_18"
117,0,0,2.8051674,0.9901529,0.10558434,"Contest_18"
65,0,0,8.5216913,0.99663126,0.25034317,"Contest_18"
102,0,0,3.2126045,0.99093032,0.18133937,"Contest_18"
174,0,0,4.7698889,0.98574758,0.10337988,"Contest_18"
139,0,0,16.743711,0.98756152,0.07927534,"Contest_18"
63,0,0,3.8977649,0.99403989,0.16052608,"Contest_18"
77,0,0,5.5177121,0.99326253,0.097866334,"Contest_18"
125,0,0,5.5598211,0.98989373,0.20722336,"Contest_18"
588,0,0,10.835208,0.95983416,0.1276594,"Contest_18"
97,0,0,5.5480285,0.99170768,0.18534033,"Contest_18"
172,0,0,NA,0.98807979,0.10733257,"Contest_18"
512,0,0,1.0636888,0.95698369,0.13291721,"Contest_18"
39,0,0,23.450502,0.99559474,0.20388936,"Contest_18"
291,0,0,8.7348127,0.982638,0.13087338,"Contest_18"
110,0,0,15.031812,0.99170768,0.10267806,"Contest_18"
176,0,1,3.965224,0.98782068,0.13229822,"Contest_18"
109,0,0,35.130676,0.98963463,0.1864212,"Contest_18"
11,0,0,15.429467,0.99792695,0.27374786,"Contest_18"
87,0,0,2.7976804,0.99196684,0.19046082,"Contest_18"
392,0,0,2.416563,0.97123605,0.027341787,"Contest_18"
520,0,0,4.3731451,0.96423942,0.08724618,"Contest_18"
130,0,1,2.7986515,0.99222594,0.12874338,"Contest_18"
213,0,0,2.1826694,0.98937547,0.10327818,"Contest_18"
48,0,0,23.552622,0.996113,0.47596911,"Contest_18"
87,0,0,2.8013346,0.99067116,0.15370697,"Contest_18"
59,0,0,4.0958281,0.99248511,0.10356597,"Contest_18"
266,0,0,1.5163376,0.98160148,0.085663505,"Contest_18"
73,0,0,4.7195668,0.99170768,0.14142267,"Contest_18"
528,0,0,2.3320987,0.96423942,0.11898504,"Contest_18"
117,0,0,2.2043502,0.99093032,0.17366539,"Contest_18"
66,0,1,7.829905,0.99300337,0.11308912,"Contest_18"
83,0,0,46.092518,0.99378079,0.13898785,"Contest_18"
132,0,0,2.8100514,0.9901529,0.10577802,"Contest_18"
295,0,0,5.6111727,0.98108315,0.14491297,"Contest_18"
468,0,0,2.1176579,0.97175431,0.15567045,"Contest_18"
131,0,1,8.6826954,0.98730242,0.084802531,"Contest_18"
125,2,1,4.7342567,0.99352163,0.42756981,"Contest_18"
184,0,0,16.812775,0.98807979,0.16709474,"Contest_18"
364,0,0,2.6876705,0.97615963,0.12999983,"Contest_18"
35,0,0,4.0535407,0.99455816,0.17260428,"Contest_18"
187,0,0,3.9718046,0.98548847,0.10380518,"Contest_18"
175,0,0,8.7071915,0.98393369,0.11100846,"Contest_18"
247,0,0,6.0604544,0.98859811,0.22031097,"Contest_18"
201,0,0,5.5900931,0.98341537,0.086606905,"Contest_18"
82,0,0,7.51335,0.99118942,0.10524722,"Contest_18"
68,0,0,4.7072363,0.99429905,0.27520385,"Contest_18"
77,0,0,7.8448939,0.99248511,0.11895984,"Contest_18"
280,0,0,2.8279107,0.98211974,0.2128828,"Contest_18"
124,0,0,35.130749,0.99274421,0.31994024,"Contest_18"
239,0,0,2.8280284,0.97978753,0.12322028,"Contest_18"
129,0,0,NA,0.98989373,0.23580971,"Contest_18"
190,0,0,2.5185931,0.98574758,0.12375522,"Contest_18"
177,0,0,4.7609096,0.99093032,0.1601173,"Contest_18"
76,0,0,5.9750347,0.99170768,0.29758826,"Contest_18"
222,0,0,16.79196,0.98367453,0.063416488,"Contest_18"
207,0,0,5.5965223,0.98678416,0.17997915,"Contest_18"
91,0,0,24.051426,0.99196684,0.073963225,"Contest_18"
269,0,0,7.9729652,0.98341537,0.081670113,"Contest_18"
227,0,0,1.963784,0.98522931,0.079364337,"Contest_18"
577,0,0,4.3417339,0.96138895,0.074162953,"Contest_18"
136,0,0,21.454245,0.98522931,0.12727509,"Contest_18"
125,0,0,2.807765,0.98782068,0.079075426,"Contest_18"
118,0,0,4.7460918,0.9901529,0.12037672,"Contest_18"
114,0,0,5.5626726,0.98807979,0.11446977,"Contest_18"
125,0,0,3.9426942,0.99067116,0.13110507,"Contest_18"
193,0,0,46.847767,0.98548847,0.1058949,"Contest_18"
173,0,0,3.9628751,0.98833895,0.085019603,"Contest_18"
148,0,0,2.8178773,0.98782068,0.16910495,"Contest_18"
181,0,0,10.893302,0.98471105,0.15830742,"Contest_18"
221,0,1,7.9323211,0.98315626,0.063529983,"Contest_18"
51,0,0,3.909807,0.99326253,0.1855108,"Contest_18"
49,0,0,34.416,0.99533558,0.31558299,"Contest_18"
153,0,0,6.0333076,0.986525,0.10061233,"Contest_18"
135,0,0,5.5713162,0.99067116,0.21574186,"Contest_18"
137,0,0,4.7512488,0.98963463,0.23283365,"Contest_18"
164,0,0,2.8193774,0.98419279,0.073768161,"Contest_18"
170,0,0,4.1598263,0.98497021,0.15245995,"Contest_18"
263,0,0,3.7646487,0.97952837,0.070450909,"Contest_18"
325,0,0,6.0674,0.97667789,0.053587426,"Contest_18"
179,0,0,6.0444498,0.98419279,0.1603141,"Contest_18"
408,0,0,2.8344283,0.96579427,0.03437043,"Contest_18"
91,0,0,6.7318888,0.9901529,0.23224111,"Contest_18"
317,0,0,16.8755,0.97875094,0.022650102,"Contest_18"
10,0,0,21.765188,0.99818605,0.60852218,"Contest_18"
721,0,0,3.9945021,0.95387405,0.041543391,"Contest_18"
634,0,0,3.9939981,0.95231926,0.044283051,"Contest_18"
359,0,0,5.6195607,0.97512311,0.062781386,"Contest_18"
158,0,0,4.1598272,0.98807979,0.10231681,"Contest_18"
355,0,0,2.1285198,0.97849184,0.15903096,"Contest_18"
106,0,0,5.5612826,0.98963463,0.16067842,"Contest_18"
155,1,1,4.1542015,0.99118942,0.28998509,"Contest_18"
273,0,0,12.823492,0.98186058,0.15273897,"Contest_18"
128,0,0,8.6950474,0.98833895,0.08671616,"Contest_18"
177,0,0,2.8168871,0.98807979,0.088638373,"Contest_18"
823,0,0,3.4561877,0.97071779,0.089631051,"Contest_18"
508,0,0,16.907795,0.96734905,0.070417002,"Contest_18"
472,0,0,4.0500607,0.96501684,0.058975264,"Contest_18"
69,0,0,2.1853609,0.99248511,0.11214803,"Contest_18"
367,0,0,3.7788904,0.97227263,0.11331482,"Contest_18"
163,0,0,4.7689505,0.9828971,0.093784466,"Contest_18"
285,0,0,1.7713836,0.97227263,0.10400467,"Contest_18"
251,0,0,7.9772148,0.97693706,0.028171498,"Contest_18"
136,0,0,1.9689491,0.98730242,0.070307516,"Contest_18"
120,0,0,3.9321587,0.99300337,0.22159295,"Contest_18"
301,0,0,8.7337799,0.98082405,0.06085306,"Contest_18"
170,0,0,7.9547668,0.98134232,0.11703232,"Contest_18"
122,0,0,3.9458747,0.98833895,0.10098156,"Contest_18"
295,0,0,2.6219199,0.97564137,0.078794055,"Contest_18"
485,0,0,4.7955332,0.97019953,0.056217242,"Contest_18"
161,0,0,2.8138463,0.99118942,0.3314347,"Contest_18"
127,0,0,4.1309648,0.99067116,0.21584862,"Contest_18"
144,0,0,24.274384,0.98548847,0.095119648,"Contest_18"
351,0,0,2.8316627,0.97486395,0.086378597,"Contest_18"
311,0,0,24.431831,0.97745532,0.025530955,"Contest_18"
320,0,0,4.0754042,0.97926927,0.10151932,"Contest_18"
290,0,0,3.915082,0.97719616,0.14663872,"Contest_18"
209,0,0,20.574566,0.98574758,0.12686633,"Contest_18"
343,0,0,2.1576674,0.97615963,0.037967749,"Contest_18"
152,0,0,2.819087,0.98471105,0.10960295,"Contest_18"
106,0,0,4.7357759,0.99144858,0.10098675,"Contest_18"
132,0,0,4.1388464,0.98911637,0.11798242,"Contest_18"
335,0,0,4.1778369,0.97926927,0.069732457,"Contest_18"
169,0,1,4.1206088,0.98341537,0.055992659,"Contest_18"
127,0,0,24.222935,0.98937547,0.065235935,"Contest_18"
236,0,0,3.5894043,0.98160148,0.063575774,"Contest_18"
385,0,0,2.3973274,0.97667789,0.080753691,"Contest_18"
188,0,0,7.9260855,0.98782068,0.091863245,"Contest_18"
244,0,0,7.9574609,0.98471105,0.05505871,"Contest_18"
222,0,0,7.9518337,0.98600674,0.084916443,"Contest_18"
188,0,0,16.787708,0.98548847,0.097145557,"Contest_18"
192,0,0,5.595046,0.9862659,0.21903004,"Contest_18"
460,0,0,1.9616215,0.96398032,0.22087663,"Contest_18"
139,0,0,16.7225,0.98989373,0.24650256,"Contest_18"
222,0,0,4.777566,0.98600674,0.10444208,"Contest_18"
129,0,0,4.758039,0.9901529,0.13890421,"Contest_18"
168,0,0,3.9680779,0.98522931,0.16330177,"Contest_18"
130,0,0,3.9618568,0.98782068,0.14339516,"Contest_18"
170,0,0,6.0455842,0.98186058,0.066487901,"Contest_18"
264,0,0,14.585558,0.97538221,0.10318728,"Contest_18"
378,3,1,2.5133348,0.97823268,0.0742485,"Contest_18"
78,0,0,4.4820251,0.99248511,0.18830228,"Contest_18"
288,0,0,4.1707911,0.98056489,0.072587244,"Contest_18"
228,0,0,2.4348907,0.98030579,0.13761671,"Contest_18"
93,0,0,2.238107,0.9901529,0.14607151,"Contest_18"
198,0,0,5.596982,0.98211974,0.10615315,"Contest_18"
178,0,0,2.8568196,0.98211974,0.051958859,"Contest_18"
73,0,0,46.350384,0.99300337,0.095794037,"Contest_18"
270,0,0,NA,0.97952837,0.07294856,"Contest_18"
117,0,0,38.071804,0.98490232,0.1789774,"Contest_19"
171,0,0,1.5590425,0.97912967,0.14841016,"Contest_19"
205,2,1,4.9607077,0.97735345,0.084530294,"Contest_19"
282,0,0,2.8370957,0.97113675,0.24300815,"Contest_19"
186,0,0,7.256525,0.97779751,0.31507969,"Contest_19"
306,0,0,2.4763498,0.96714032,0.14982256,"Contest_19"
103,0,0,17.01992,0.98978686,0.36583441,"Contest_19"
164,0,0,1.5584391,0.97735345,0.21983479,"Contest_19"
225,0,1,NA,0.98090589,0.24257715,"Contest_19"
113,0,0,1.1191555,0.98090589,0.16525109,"Contest_19"
170,0,0,10.710066,0.97957373,0.2118939,"Contest_19"
217,0,0,4.2635894,0.97602129,0.13767537,"Contest_19"
107,0,0,13.241381,0.98889875,0.29889062,"Contest_19"
246,0,0,3.3703094,0.96980464,0.16255951,"Contest_19"
317,0,0,10.750945,0.96980464,0.34448308,"Contest_19"
239,0,0,1.5621855,0.97735345,0.42972052,"Contest_19"
248,0,0,26.366627,0.97646534,0.62035495,"Contest_19"
135,0,0,2.50249,0.98623449,0.20518957,"Contest_19"
221,0,0,13.533285,0.96847248,0.28001723,"Contest_19"
464,0,0,1.5686735,0.95648313,0.32943708,"Contest_19"
278,0,0,1.5653669,0.96802843,0.13113943,"Contest_19"
388,0,0,1.5673904,0.96492004,0.28921872,"Contest_19"
106,0,0,1.5540583,0.98357016,0.28266549,"Contest_19"
378,0,0,6.6995392,0.95603907,0.16457331,"Contest_19"
434,0,0,15.2279,0.95115453,0.065907679,"Contest_19"
161,0,0,3.1477296,0.97602129,0.19621861,"Contest_19"
161,0,0,38.345291,0.97957373,0.15909483,"Contest_19"
168,0,0,10.68688,0.98268205,0.15499394,"Contest_19"
66,0,0,1.5312231,0.9937833,0.33850199,"Contest_19"
80,0,0,14.865828,0.99156308,0.26231152,"Contest_19"
96,0,0,1.5540575,0.98579043,0.15119961,"Contest_19"
508,0,0,7.9995079,0.95248669,0.27453658,"Contest_19"
898,0,0,1.5705336,0.92850798,0.11261547,"Contest_19"
111,0,0,7.2142601,0.98268205,0.28453031,"Contest_19"
66,0,0,17.903088,0.98978686,0.14943694,"Contest_19"
143,0,0,1.5623002,0.98445827,0.34652206,"Contest_19"
145,0,0,5.5097699,0.98623449,0.34331962,"Contest_19"
221,0,0,4.2661071,0.97291297,0.33246958,"Contest_19"
305,0,0,4.2767391,0.96891654,0.21696289,"Contest_19"
198,0,0,NA,0.98268205,0.45793682,"Contest_19"
176,0,0,7.7391253,0.96669626,0.32967034,"Contest_19"
76,0,0,24.398006,0.9884547,0.36231151,"Contest_19"
320,0,0,4.2702222,0.96891654,0.19649892,"Contest_19"
356,1,1,8.6700745,0.96136767,0.097414568,"Contest_19"
50,0,0,24.00696,0.99200708,0.35739151,"Contest_19"
634,0,1,4.0749245,0.93738902,0.15429699,"Contest_19"
257,0,0,4.2723904,0.96758437,0.14440659,"Contest_19"
269,0,0,41.795712,0.97380108,0.10473577,"Contest_19"
177,0,0,7.2652073,0.97957373,0.49522576,"Contest_19"
170,0,0,1.1556664,0.9769094,0.3605867,"Contest_19"
157,0,0,1.5575475,0.98401421,0.3366369,"Contest_19"
224,0,0,NA,0.97513324,0.41702211,"Contest_19"
186,0,0,3.8385575,0.97380108,0.25720054,"Contest_19"
47,0,0,25.500235,0.9946714,0.86231154,"Contest_19"
66,0,0,26.054045,0.99111903,0.2955963,"Contest_19"
269,0,0,1.5652503,0.97824156,0.35127014,"Contest_19"
103,0,0,1.5496641,0.98623449,0.20675518,"Contest_19"
496,0,0,1.5684625,0.95159858,0.066466667,"Contest_19"
194,0,0,17.223972,0.97291297,0.3410469,"Contest_19"
303,3,1,7.7667551,0.97824156,0.50362909,"Contest_19"
265,0,0,10.725941,0.97380108,0.17015783,"Contest_19"
86,0,0,1.5550696,0.98579043,0.33907574,"Contest_19"
162,0,0,2.5967798,0.98001778,0.55750108,"Contest_19"
275,0,0,6.7299099,0.96669626,0.33034992,"Contest_19"
226,0,0,8.1880035,0.97024864,0.21451846,"Contest_19"
241,0,0,17.24699,0.97424513,0.14426033,"Contest_19"
152,0,0,11.123348,0.98046184,0.34028977,"Contest_19"
235,0,0,1.505296,0.96758437,0.15404485,"Contest_19"
283,0,0,18.231804,0.96891654,0.19627987,"Contest_19"
381,0,0,24.729509,0.97246891,0.21615119,"Contest_19"
152,0,0,8.5639534,0.98445827,0.25078392,"Contest_19"
238,0,0,10.715637,0.98046184,0.528992,"Contest_19"
370,0,0,9.8959036,0.96181172,0.13093039,"Contest_19"
81,0,0,5.8977861,0.99111903,0.55933255,"Contest_19"
460,0,0,1.567359,0.96225578,0.23119842,"Contest_19"
166,0,0,5.3889451,0.9769094,0.23115963,"Contest_19"
216,0,0,15.137192,0.98179394,0.30675596,"Contest_19"
38,0,1,4.1392999,0.99289519,0.7880159,"Contest_19"
46,0,1,17.34503,0.99245113,0.48094004,"Contest_19"
117,0,1,9.6253281,0.98508286,0.18535899,"Contest_20"
104,0,0,6.073781,0.980663,0.15434439,"Contest_20"
115,0,0,2.9059799,0.98176795,0.31111565,"Contest_20"
40,0,0,5.8949933,0.9928177,0.41838318,"Contest_20"
89,0,0,5.4614649,0.98895025,0.61528981,"Contest_20"
61,0,0,9.4928656,0.98839778,0.50698143,"Contest_20"
19,0,0,5.6922765,0.99668509,0.61528981,"Contest_20"
84,0,0,6.7191052,0.98729283,0.25762716,"Contest_20"
37,0,0,6.6293116,0.99392265,0.44862318,"Contest_20"
224,0,0,2.9100573,0.97790056,0.12065423,"Contest_20"
164,0,0,4.0954251,0.9828729,0.26311108,"Contest_20"
155,0,0,12.088202,0.98508286,0.3586368,"Contest_20"
36,0,0,5.3768992,0.98950279,0.38913667,"Contest_20"
70,0,0,6.0224028,0.98895025,0.44862318,"Contest_20"
104,0,0,11.553689,0.98729283,0.30248073,"Contest_20"
37,0,0,5.8949914,0.99337018,0.88856894,"Contest_20"
82,0,0,2.8730893,0.98674035,0.63555282,"Contest_20"
99,0,0,6.7813663,0.98232043,0.2419661,"Contest_20"
57,0,0,NA,0.98839778,0.41220245,"Contest_20"
191,0,0,12.12833,0.98121548,0.15454011,"Contest_20"
44,0,0,6.571003,0.9928177,0.2411084,"Contest_20"
35,0,1,3.9224031,0.99337018,0.48685551,"Contest_20"
166,0,1,5.5024767,0.98674035,0.36528984,"Contest_20"
30,0,0,5.7324119,0.9950276,0.94862318,"Contest_20"
145,0,0,2.9081409,0.97845304,0.23471972,"Contest_20"
63,0,0,2.873086,0.99116021,0.44862318,"Contest_20"
39,0,0,9.3599195,0.99226516,0.93555284,"Contest_20"
59,0,0,2.834305,0.98895025,0.46888617,"Contest_20"
44,0,0,2.8281927,0.99171269,0.91429079,"Contest_20"
17,0,0,4.0742607,0.99834251,0.94862318,"Contest_20"
41,0,0,2.8336191,0.99226516,0.35523561,"Contest_20"
38,0,1,47.027145,0.9928177,0.61528981,"Contest_20"
9,1,1,3.8249478,0.99723756,0.94862318,"Contest_20"
42,0,0,NA,0.99392265,0.94862318,"Contest_20"
46,0,0,6.6422825,0.9928177,0.55523562,"Contest_20"
73,0,0,5.4214578,0.98839778,0.64612824,"Contest_20"
71,0,0,6.646266,0.99668509,0.61528981,"Contest_20"
56,0,1,5.3988285,0.99171269,0.28195649,"Contest_20"
34,0,0,16.567047,0.99337018,0.34862316,"Contest_20"
16,0,0,5.58531,0.99558014,0.94862318,"Contest_20"
56,0,0,4.0462732,0.98950279,0.43335932,"Contest_20"
31,0,0,12.151485,0.99392265,0.64612824,"Contest_20"
44,0,0,11.6091,0.9928177,0.34862316,"Contest_20"
136,0,0,24.370682,0.98618782,0.19564913,"Contest_20"
